FkIdSkRok,FkIdSkola,Skore,VyznanSkore,Mat,PH,T5,T9,T5_mat,T5_SJ,Mat_mat,Mat_VJ,Mat_CJ,Pedag,Rozpocet
26,2005,6.54503936767578,0.5,,,8.69251556396484,6.6951286315918,8.81695098876953,8.56808013916016,6.42291946411133,6.96733779907227,,5.88620452880859,2.17569484710693
26,2006,,,,,,,,,,,,7.10103073120117,4.22974662780762
26,2007,7.29683380126953,1,,,8.2529052734375,9.41042175292969,8.32352523803711,8.18228454589844,9.44290542602539,9.37793807983399,,4.89587478637695,5.78275680541992
26,4236,,,,,,,,,,,,7.64944534301758,3.46089172363281
19,1703,6.4392822265625,1,,,,8.04910278320312,,,8.70119171142578,7.39701461791992,,4.64351043701172,5.52596626281738
19,1704,5.94987945556641,1,6.31032066345215,6.20805244445801,,,,,5.22865142822266,7.33149108886719,5.69259147644043,3.12058124542236,7.62238388061523
19,1705,4.53468933105469,1,2.31672439575195,4.49784660339355,,,,,0,2.32053527832031,2.31282482147217,3.73154182434082,3.84087257385254
19,1706,6.53935165405273,1,,,,8.17418975830078,,,8.12086639404297,8.22751388549805,,2.98327732086182,6.75966873168945
19,1707,5.54715118408203,1,,,,6.69475631713867,,,7.00342636108398,6.38608627319336,,3.1351411819458,6.44434127807617
19,1708,5.76462783813477,1,5.25224838256836,5.97462959289551,,,,,0,6.13487319946289,4.36962394714355,4.93333435058594,4.68679847717285
19,1709,,,,,,,,,,,,,
19,1714,5.26212501525879,0.5,4.75485496520996,,,,,,0,5.46002769470215,4.06053085327148,7.65596160888672,5.60012283325195
19,1716,3.24478950500488,0.5,,,,4.05598678588867,,,3.71533546447754,4.39663848876953,,4.67775001525879,
19,1717,,,6.16711082458496,,,,,,0,7.583642578125,6.80628280639648,4.22780075073242,0.0522412776947021
19,1718,3.49176979064941,1,4.08042297363281,3.76377029418945,,,,,4.76276206970215,4.27956581115723,3.85032424926758,2.50688629150391,4.96824493408203
19,1719,6.97422790527344,1,7.37435836791992,8.09588623046875,,,,,3.62408866882324,8.93096923828125,6.90442733764648,2.52781581878662,6.19491386413574
19,1720,5.07256927490234,0.5,4.20664100646973,,,,,,0,5.84555130004883,2.51651439666748,6.70474853515625,4.59592094421387
19,1721,5.33374404907227,1,,,,6.66717987060547,,,6.67551956176758,6.65884017944336,,2.96386260986328,6.92664031982422
19,1722,6.40932312011719,1,,,,6.99958801269531,,,6.6601188659668,7.33905639648438,,2.45501251220703,6.75340270996094
19,1723,,,,,,,,,,,,10,4.82312622070313
19,1724,3.89852447509766,0.5,,,,4.58402404785156,,,4.42682952880859,4.74121856689453,,3.94047660827637,6.14546127319336
19,1726,4.98975257873535,0.5,,,,6.00301895141602,,,6.81972351074219,5.18631477355957,,3.97922134399414,4.94644966125488
19,1727,,,,,,,,,,,,,
19,1728,3.70370903015137,0.5,,,,4.62963638305664,,,4.91719627380371,4.34207649230957,,6.34533233642578,5.04227828979492
19,1729,7.14619903564453,0.5,,,,8.93274841308594,,,9.06598892211914,8.79950866699219,,3.86292037963867,5.45743293762207
19,1731,,,,,,,,,,,,7.34107894897461,
19,1733,5.89113578796387,1,,,,7.36391983032227,,,6.72436599731445,8.00347366333008,,3.6722728729248,7.30952758789063
19,1734,4.06410331726074,0.5,,,,5.08012924194336,,,5.31814956665039,4.84210891723633,,4.64511795043945,5.0904167175293
