FkIdObec,FkIdPodtypSkoly,FkIdTypZriadovatela,FkIdSkRok,PocetSkol,PocetZiakov,PocetTried,PocetUcitelov
4,11,1,17,0,0,0,0
4,11,1,16,0,0,0,0
4,11,1,15,0,0,0,0
4,11,1,14,0,0,0,0
4,11,1,13,0,0,0,0
4,11,1,12,0,0,0,0
4,11,1,11,0,0,0,0
4,11,1,10,0,0,0,0
4,11,1,9,0,0,0,0
4,11,1,8,0,0,0,0
4,11,1,7,0,0,0,0
4,11,1,6,0,0,0,0
4,11,1,5,0,0,0,0
4,11,1,4,0,0,0,0
4,11,1,3,0,0,0,0
4,11,1,2,0,0,0,0
4,11,1,1,1,38,3,3
21,11,1,28,0,0,0,0
21,11,1,27,0,0,0,0
21,11,1,26,0,0,0,0
21,11,1,25,0,0,0,0
21,11,1,24,0,0,0,0
21,11,1,23,0,0,0,0
21,11,1,22,0,0,0,0
21,11,1,21,0,0,0,0
21,11,1,20,1,11,2,5
21,11,1,19,1,12,2,5
21,11,1,18,1,21,2,5
21,11,1,17,1,15,2,4
21,11,1,16,1,18,2,4
21,11,1,15,1,18,2,4
21,11,1,14,1,14,2,4
21,11,1,13,1,26,3,5
21,11,1,12,1,29,3,4
21,11,1,11,1,26,4,6
21,11,1,10,1,29,4,7
21,11,1,9,1,29,4,4
21,11,1,8,1,34,4,6
21,11,1,7,1,39,4,6
21,11,1,6,1,54,4,6
21,11,1,5,1,57,4,6
21,11,1,4,1,50,4,4
21,11,1,3,1,63,4,4
21,11,1,2,1,60,4,4
21,11,1,1,1,64,4,4
25,11,1,28,0,0,0,0
25,11,1,27,0,0,0,0
25,11,1,26,0,0,0,0
25,11,1,25,0,0,0,0
25,11,1,24,0,0,0,0
25,11,1,23,0,0,0,0
25,11,1,22,0,0,0,0
25,11,1,21,0,0,0,0
25,11,1,20,0,0,0,0
25,11,1,19,0,0,0,0
25,11,1,18,0,0,0,0
25,11,1,17,0,0,0,0
25,11,1,16,0,0,0,0
25,11,1,15,0,0,0,0
25,11,1,14,0,0,0,0
25,11,1,13,0,0,0,0
25,11,1,12,0,0,0,0
25,11,1,11,0,0,0,0
25,11,1,10,0,0,0,0
25,11,1,9,0,0,0,0
25,11,1,8,0,0,0,0
25,11,1,7,0,0,0,0
25,11,1,6,0,0,0,0
25,11,1,5,0,0,0,0
25,11,1,4,1,111,5,6
25,11,1,3,1,99,5,6
25,11,1,2,1,105,5,6
25,11,1,1,1,90,4,5
26,11,1,28,0,0,0,0
26,11,1,27,0,0,0,0
26,11,1,26,0,0,0,0
26,11,1,25,0,0,0,0
26,11,1,24,0,0,0,0
26,11,1,23,0,0,0,0
26,11,1,22,0,0,0,0
26,11,1,21,0,0,0,0
26,11,1,20,1,50,4,6
26,11,1,19,1,52,4,6
26,11,1,18,1,55,4,6
26,11,1,17,1,59,4,6
26,11,1,16,1,68,4,6
26,11,1,15,1,62,4,5
26,11,1,14,1,67,4,5
26,11,1,13,1,59,3,5
26,11,1,12,1,54,3,5
26,11,1,11,1,56,3,4
26,11,1,10,1,49,3,5
26,11,1,9,1,50,3,4
26,11,1,8,1,50,3,5
26,11,1,7,1,45,3,4
26,11,1,6,1,50,4,4
26,11,1,5,1,57,4,5
26,11,1,4,1,58,4,5
26,11,1,3,1,67,67,5
26,11,1,2,1,62,4,4
26,11,1,1,1,57,4,5
33,11,1,28,1,42,3,6
33,11,1,27,1,48,4,7
33,11,1,26,1,50,4,7
33,11,1,25,1,58,4,5
33,11,1,24,1,62,4,6
33,11,1,23,1,58,4,5
33,11,1,22,1,59,4,5
33,11,1,21,1,59,4,5
33,11,1,20,1,54,4,5
33,11,1,19,1,63,4,5
33,11,1,18,1,66,4,5
33,11,1,17,1,59,4,5
33,11,1,16,1,63,4,5
33,11,1,15,1,62,4,5
33,11,1,14,1,61,4,5
33,11,1,13,1,64,4,5
33,11,1,12,1,62,4,5
33,11,1,11,1,62,4,5
33,11,1,10,1,59,4,6
33,11,1,9,1,58,4,5
33,11,1,8,1,60,4,6
33,11,1,7,1,56,4,5
33,11,1,6,1,64,4,5
33,11,1,5,1,66,4,5
33,11,1,4,1,69,4,5
33,11,1,3,1,59,4,5
33,11,1,2,1,58,4,5
33,11,1,1,1,57,4,6
39,11,1,28,1,131,8,11
39,11,1,27,1,143,8,12
39,11,1,26,1,127,8,12
39,11,1,25,1,143,8,11
39,11,1,24,1,145,8,12
39,11,1,23,1,137,8,12
39,11,1,22,1,143,8,12
39,11,1,21,1,133,8,13
39,11,1,20,1,135,8,13
39,11,1,19,1,136,8,12
39,11,1,18,1,139,8,11
39,11,1,17,1,148,8,12
39,11,1,16,1,151,8,11
39,11,1,15,1,159,8,11
39,11,1,14,1,157,8,11
39,11,1,13,1,162,8,11
39,11,1,12,1,160,8,10
39,11,1,11,1,160,8,11
39,11,1,10,1,163,8,11
39,11,1,9,1,176,9,12
39,11,1,8,1,195,9,12
39,11,1,7,1,200,9,14
39,11,1,6,1,223,9,12
39,11,1,5,1,207,8,11
39,11,1,4,1,196,8,10
39,11,1,3,1,190,9,11
39,11,1,2,1,171,8,10
39,11,1,1,1,165,8,9
44,11,1,28,1,32,3,3
44,11,1,27,1,32,4,4
44,11,1,26,1,26,2,4
44,11,1,25,1,30,2,5
44,11,1,24,1,31,2,4
44,11,1,23,1,37,2,4
44,11,1,22,1,36,2,3
44,11,1,21,1,34,2,3
44,11,1,20,1,33,2,3
44,11,1,19,1,31,2,2
44,11,1,18,1,36,2,3
44,11,1,17,1,35,2,3
44,11,1,16,1,32,2,3
44,11,1,15,1,32,2,4
44,11,1,14,1,27,2,4
44,11,1,13,1,25,2,3
44,11,1,12,1,30,2,4
44,11,1,11,1,27,2,4
44,11,1,10,1,29,2,4
44,11,1,9,1,34,2,2
44,11,1,8,1,35,2,3
44,11,1,7,1,45,3,5
44,11,1,6,1,46,3,4
44,11,1,5,1,45,3,4
44,11,1,4,1,39,3,4
44,11,1,3,1,44,3,4
44,11,1,2,1,38,3,4
44,11,1,1,1,35,3,4
45,11,1,28,1,35,3,8
45,11,1,27,1,40,3,8
45,11,1,26,1,35,2,7
45,11,1,25,1,42,2,5
45,11,1,24,1,40,2,5
45,11,1,23,1,34,2,5
45,11,1,22,1,42,2,5
45,11,1,21,1,37,2,5
45,11,1,20,1,44,3,5
45,11,1,19,1,41,3,3
45,11,1,18,1,41,3,4
45,11,1,17,1,37,3,4
45,11,1,16,1,36,2,3
45,11,1,15,1,35,2,2
45,11,1,14,1,39,2,5
45,11,1,13,1,39,2,2
45,11,1,12,1,41,2,2
45,11,1,11,1,38,2,2
45,11,1,10,1,42,3,4
45,11,1,9,1,43,3,4
45,11,1,8,1,44,3,3
45,11,1,7,1,54,4,5
45,11,1,6,1,53,4,5
45,11,1,5,1,60,4,4
45,11,1,4,1,60,4,5
45,11,1,3,1,58,4,5
45,11,1,2,1,58,4,5
45,11,1,1,1,58,4,5
46,11,1,28,1,92,5,8
46,11,1,27,1,75,4,7
46,11,1,26,1,80,4,7
46,11,1,25,1,85,4,5
46,11,1,24,1,86,4,5
46,11,1,23,1,90,5,7
46,11,1,22,1,84,4,6
46,11,1,21,1,82,4,6
46,11,1,20,1,77,4,6
46,11,1,19,1,76,4,6
46,11,1,18,1,76,4,7
46,11,1,17,1,77,4,6
46,11,1,16,1,82,4,6
46,11,1,15,1,75,4,6
46,11,1,14,1,79,4,6
46,11,1,13,1,73,4,5
46,11,1,12,1,78,4,5
46,11,1,11,1,85,4,5
46,11,1,10,1,82,4,4
46,11,1,9,1,90,4,4
46,11,1,8,1,84,4,4
46,11,1,7,1,86,4,4
46,11,1,6,1,96,4,4
46,11,1,5,1,101,4,4
46,11,1,4,1,110,5,5
46,11,1,3,1,108,5,5
46,11,1,2,1,99,5,5
46,11,1,1,1,97,5,5
50,11,1,28,1,45,3,5
50,11,1,27,1,38,3,4
50,11,1,26,1,36,3,4
50,11,1,25,1,39,4,6
50,11,1,24,1,40,4,6
50,11,1,23,1,46,4,6
50,11,1,22,1,44,4,6
50,11,1,21,1,48,4,6
50,11,1,20,1,50,4,6
50,11,1,19,1,53,4,6
50,11,1,18,1,54,4,4
50,11,1,17,1,55,4,5
50,11,1,16,1,52,4,4
50,11,1,15,1,53,4,5
50,11,1,14,1,50,4,5
50,11,1,13,1,55,4,5
50,11,1,12,1,56,4,5
50,11,1,11,1,53,4,6
50,11,1,10,1,60,4,6
50,11,1,9,1,62,4,6
50,11,1,8,1,60,4,6
50,11,1,7,1,62,4,5
50,11,1,6,1,66,4,6
50,11,1,5,1,68,4,5
50,11,1,4,1,69,4,5
50,11,1,3,1,60,3,4
50,11,1,2,1,51,3,3
50,11,1,1,1,28,2,2
51,11,1,28,0,0,0,0
51,11,1,27,0,0,0,0
51,11,1,26,0,0,0,0
51,11,1,25,0,0,0,0
51,11,1,24,0,0,0,0
51,11,1,23,0,0,0,0
51,11,1,22,0,0,0,0
51,11,1,21,0,0,0,0
51,11,1,20,0,0,0,0
51,11,1,19,0,0,0,0
51,11,1,18,0,0,0,0
51,11,1,17,0,0,0,0
51,11,1,16,0,0,0,0
51,11,1,15,0,0,0,0
51,11,1,14,0,0,0,0
51,11,1,13,0,0,0,0
51,11,1,12,0,0,0,0
51,11,1,11,0,0,0,0
51,11,1,10,0,0,0,0
51,11,1,9,0,0,0,0
51,11,1,8,0,0,0,0
51,11,1,7,0,0,0,0
51,11,1,6,0,0,0,0
51,11,1,5,0,0,0,0
51,11,1,4,0,0,0,0
51,11,1,3,0,0,0,0
51,11,1,2,0,0,0,0
51,11,1,1,1,107,4,5
56,11,1,28,1,48,4,7
56,11,1,27,1,52,4,7
56,11,1,26,1,50,4,7
56,11,1,25,1,54,4,6
56,11,1,24,1,55,4,6
56,11,1,23,1,50,4,6
56,11,1,22,1,60,4,6
56,11,1,21,1,62,4,6
56,11,1,20,1,69,4,6
56,11,1,19,1,59,4,6
56,11,1,18,1,54,4,6
56,11,1,17,1,52,4,6
56,11,1,16,1,51,4,6
56,11,1,15,1,52,4,6
56,11,1,14,1,47,4,6
56,11,1,13,1,51,4,6
56,11,1,12,1,47,4,6
56,11,1,11,1,56,4,6
56,11,1,10,1,62,4,6
56,11,1,9,1,68,4,5
56,11,1,8,1,72,4,6
56,11,1,7,1,71,4,6
56,11,1,6,1,76,4,6
56,11,1,5,1,74,4,5
56,11,1,4,1,84,4,5
56,11,1,3,1,85,4,5
56,11,1,2,1,82,4,5
56,11,1,1,1,69,4,5
57,11,1,28,1,73,4,5
57,11,1,27,1,58,4,5
57,11,1,26,1,68,4,5
57,11,1,25,1,74,4,5
57,11,1,24,1,71,4,6
57,11,1,23,1,78,4,6
57,11,1,22,1,78,4,6
57,11,1,21,1,88,4,6
57,11,1,20,1,88,4,6
57,11,1,19,1,92,4,5
57,11,1,18,1,93,4,5
57,11,1,17,1,85,4,5
57,11,1,16,1,77,4,5
57,11,1,15,1,78,4,5
57,11,1,14,1,69,4,5
57,11,1,13,1,74,4,5
57,11,1,12,1,74,4,5
57,11,1,11,1,83,4,5
57,11,1,10,1,93,4,5
57,11,1,9,1,95,4,4
57,11,1,8,1,98,4,5
57,11,1,7,1,95,4,5
57,11,1,6,1,94,4,5
57,11,1,5,1,82,4,5
57,11,1,4,1,81,4,5
57,11,1,3,1,86,4,5
57,11,1,2,1,88,4,4
57,11,1,1,1,96,4,4
59,11,1,28,0,0,0,0
59,11,1,27,0,0,0,0
59,11,1,26,0,0,0,0
59,11,1,25,0,0,0,0
59,11,1,24,0,0,0,0
59,11,1,23,0,0,0,0
59,11,1,22,0,0,0,0
59,11,1,21,0,0,0,0
59,11,1,20,0,0,0,0
59,11,1,19,0,0,0,0
59,11,1,18,0,0,0,0
59,11,1,17,0,0,0,0
59,11,1,16,0,0,0,0
59,11,1,15,0,0,0,0
59,11,1,14,0,0,0,0
59,11,1,13,0,0,0,0
59,11,1,12,1,95,6,7
59,11,1,11,1,102,6,8
59,11,1,10,1,111,7,8
59,11,1,9,1,119,7,11
59,11,1,8,1,136,7,12
59,11,1,7,1,178,9,11
59,11,1,6,1,202,9,11
59,11,1,5,1,224,10,12
59,11,1,4,1,223,10,12
59,11,1,3,1,224,10,12
59,11,1,2,1,174,7,8
59,11,1,1,1,167,7,8
62,11,1,28,1,44,4,6
62,11,1,27,1,40,4,6
62,11,1,26,1,46,4,6
62,11,1,25,1,48,4,5
62,11,1,24,1,47,4,5
62,11,1,23,1,49,3,4
62,11,1,22,1,42,3,4
62,11,1,21,1,42,3,4
62,11,1,20,1,38,3,3
62,11,1,19,1,38,3,4
62,11,1,18,1,36,3,4
62,11,1,17,1,34,3,4
62,11,1,16,1,39,3,4
62,11,1,15,1,43,3,4
62,11,1,14,1,41,3,4
62,11,1,13,1,41,3,4
62,11,1,12,1,38,3,4
62,11,1,11,1,31,3,4
62,11,1,10,1,33,3,4
62,11,1,9,1,38,3,4
62,11,1,8,1,39,3,4
62,11,1,7,1,43,3,5
62,11,1,6,1,45,3,4
62,11,1,5,1,48,3,4
62,11,1,4,1,50,4,6
62,11,1,3,1,51,4,5
62,11,1,2,1,51,4,5
62,11,1,1,1,48,4,6
1,12,2,28,1,355,17,29
1,12,2,27,1,354,16,26
1,12,2,26,1,336,16,17
1,12,2,25,1,327,15,20
1,12,2,24,1,283,14,21
1,12,2,23,1,272,14,30
1,12,2,22,1,265,14,31
1,12,2,21,1,252,13,30
1,12,2,20,1,234,12,17
1,12,2,19,1,227,12,17
1,12,2,18,1,225,12,24
1,12,2,17,1,236,14,26
1,12,2,16,1,249,15,31
1,12,2,15,1,261,15,28
1,12,2,14,1,304,17,25
1,12,2,13,1,276,14,24
1,12,2,12,1,302,15,25
1,12,2,11,1,342,16,25
1,12,2,10,1,357,16,24
1,12,2,9,1,387,17,24
1,12,2,8,1,415,18,29
1,12,2,7,1,401,18,27
1,12,2,6,1,405,19,27
1,12,2,5,1,441,19,28
1,12,2,4,1,448,19,28
1,12,2,3,1,448,18,29
1,12,2,2,1,479,18,29
1,12,2,1,1,471,17,27
35,12,2,28,1,372,18,29
35,12,2,27,1,377,18,28
35,12,2,26,1,362,18,28
35,12,2,25,1,339,18,28
35,12,2,24,1,343,18,29
35,12,2,23,1,333,18,28
35,12,2,22,1,323,18,28
35,12,2,21,1,325,18,29
35,12,2,20,1,322,18,27
35,12,2,19,1,307,17,25
35,12,2,18,1,280,16,25
35,12,2,17,1,269,15,24
35,12,2,16,1,257,12,19
35,12,2,15,1,239,11,18
35,12,2,14,1,205,10,17
35,12,2,13,1,203,9,16
35,12,2,12,1,198,9,16
35,12,2,11,1,203,10,16
35,12,2,10,1,210,10,18
35,12,2,9,1,214,10,16
35,12,2,8,1,228,10,17
35,12,2,7,1,252,11,18
35,12,2,6,1,270,12,19
35,12,2,5,1,271,12,20
35,12,2,4,1,234,10,16
35,12,2,3,0,0,0,0
35,12,2,2,0,0,0,0
35,12,2,1,0,0,0,0
43,12,2,28,1,293,16,24
43,12,2,27,1,293,16,22
43,12,2,26,1,304,16,22
43,12,2,25,1,288,16,22
43,12,2,24,1,299,16,22
43,12,2,23,1,289,16,22
43,12,2,22,1,291,16,22
43,12,2,21,1,293,16,22
43,12,2,20,1,295,16,22
43,12,2,19,1,302,17,23
43,12,2,18,1,326,18,23
43,12,2,17,1,332,18,25
43,12,2,16,1,347,18,24
43,12,2,15,1,347,18,24
43,12,2,14,1,352,18,24
43,12,2,13,1,364,18,23
43,12,2,12,1,382,18,23
43,12,2,11,1,381,18,23
43,12,2,10,1,377,18,23
43,12,2,9,1,378,18,24
43,12,2,8,1,379,18,25
43,12,2,7,1,388,18,23
43,12,2,6,0,0,0,0
43,12,2,5,0,0,0,0
43,12,2,4,0,0,0,0
43,12,2,3,0,0,0,0
43,12,2,2,0,0,0,0
43,12,2,1,0,0,0,0
59,12,2,28,1,269,13,24
59,12,2,27,1,264,13,17
59,12,2,26,1,239,12,22
59,12,2,25,1,243,13,22
59,12,2,24,1,230,12,24
59,12,2,23,1,231,13,25
59,12,2,22,1,244,15,22
59,12,2,21,1,252,15,24
59,12,2,20,1,250,16,24
59,12,2,19,1,262,16,25
59,12,2,18,1,272,16,24
59,12,2,17,1,287,18,25
59,12,2,16,1,292,18,25
59,12,2,15,1,323,18,25
59,12,2,14,1,364,19,30
59,12,2,13,1,358,19,28
59,12,2,12,1,391,19,30
59,12,2,11,1,423,20,32
59,12,2,10,1,462,21,33
59,12,2,9,1,501,22,34
59,12,2,8,1,527,23,38
59,12,2,7,1,544,24,35
59,12,2,6,1,577,25,36
59,12,2,5,1,586,25,35
59,12,2,4,1,611,26,40
59,12,2,3,1,590,26,37
59,12,2,2,1,574,24,33
59,12,2,1,1,577,23,34
60,12,2,28,1,316,17,24
60,12,2,27,1,316,17,24
60,12,2,26,1,303,17,25
60,12,2,25,1,312,16,24
60,12,2,24,1,302,15,23
60,12,2,23,1,286,16,24
60,12,2,22,1,312,17,24
60,12,2,21,1,313,17,23
60,12,2,20,1,299,17,23
60,12,2,19,1,288,16,22
60,12,2,18,1,272,15,22
60,12,2,17,1,268,15,24
60,12,2,16,1,286,16,23
60,12,2,15,1,305,16,25
60,12,2,14,1,322,16,24
60,12,2,13,1,335,16,23
60,12,2,12,1,357,17,25
60,12,2,11,1,369,17,24
60,12,2,10,1,364,17,24
60,12,2,9,1,377,17,24
60,12,2,8,1,373,17,24
60,12,2,7,1,368,17,25
60,12,2,6,1,381,18,25
60,12,2,5,1,357,18,25
60,12,2,4,1,379,18,26
60,12,2,3,1,370,18,26
60,12,2,2,1,399,18,27
60,12,2,1,1,430,19,28
1,11,3,28,1,90,4,8
1,11,3,27,0,0,0,0
1,11,3,26,0,0,0,0
1,11,3,25,1,68,4,5
1,11,3,24,1,74,4,5
1,11,3,23,1,54,4,4
1,11,3,22,1,48,4,4
1,11,3,21,1,41,4,6
1,11,3,20,1,33,4,4
1,11,3,19,1,25,4,4
1,11,3,18,1,22,4,4
1,11,3,17,0,0,0,0
1,11,3,16,0,0,0,0
1,11,3,15,1,22,4,5
1,11,3,14,1,20,3,4
1,11,3,13,1,15,2,2
1,11,3,12,1,4,1,1
1,11,3,11,0,0,0,0
1,11,3,10,0,0,0,0
1,11,3,9,0,0,0,0
1,11,3,8,0,0,0,0
1,11,3,7,0,0,0,0
1,11,3,6,0,0,0,0
1,11,3,5,0,0,0,0
1,11,3,4,0,0,0,0
1,11,3,3,0,0,0,0
1,11,3,2,0,0,0,0
1,11,3,1,0,0,0,0
1,12,3,28,0,0,0,0
1,12,3,27,1,85,4,8
1,12,3,26,1,80,4,8
1,12,3,25,0,0,0,0
1,12,3,24,0,0,0,0
1,12,3,23,0,0,0,0
1,12,3,22,0,0,0,0
1,12,3,21,0,0,0,0
1,12,3,20,0,0,0,0
1,12,3,19,0,0,0,0
1,12,3,18,0,0,0,0
1,12,3,17,1,26,6,5
1,12,3,16,1,23,5,5
1,12,3,15,0,0,0,0
1,12,3,14,0,0,0,0
1,12,3,13,0,0,0,0
1,12,3,12,0,0,0,0
1,12,3,11,0,0,0,0
1,12,3,10,0,0,0,0
1,12,3,9,0,0,0,0
1,12,3,8,0,0,0,0
1,12,3,7,0,0,0,0
1,12,3,6,0,0,0,0
1,12,3,5,0,0,0,0
1,12,3,4,0,0,0,0
1,12,3,3,0,0,0,0
1,12,3,2,0,0,0,0
1,12,3,1,0,0,0,0
